,Class_Error,Freerun_Steps,Layer_Activity_0,Layer_Activity_1,Layer_Activity_2,Learnrate,Recon_Error,Temperature,Test_Epoch,Train_Epoch,W_mean_0,W_mean_1
43,,2,40.130311203,36.6428245544,99.1161117554,0.00920810313076,,0.0954400848356,,43,0.00441569555551,0.0103810615838
44,,2,40.2019226074,36.8843406677,99.1274757385,0.00919117647059,,0.0953389830508,,44,0.0044656349346,0.0105348872021
45,,2,40.3037696838,36.7880725861,99.321157074,0.00917431192661,,0.0952380952381,,45,0.0045155659318,0.0105977505445
46,,2,40.3496391296,36.5519039154,98.7821754456,0.00915750915751,,0.0951374207188,,46,0.00456555560231,0.0107391783968
47,,2,40.0526176453,36.5995903015,99.7001464844,0.0091407678245,,0.0950369588173,,47,0.004611144308,0.0108792418614
48,,2,39.9949558258,36.9066093445,99.6738288879,0.00912408759124,,0.0949367088608,,48,0.00465655047446,0.0109819378704
49,,2,40.2633640289,36.962922287,99.2925605774,0.00910746812386,,0.0948366701791,,49,0.00470190541819,0.0110908523202
50,,2,40.0801548004,37.1070804596,99.3630599976,0.00909090909091,,0.0947368421053,,50,0.00474787969142,0.0112020717934
51,,2,40.2331363678,36.8304214478,98.9356719971,0.00907441016334,,0.0946372239748,,51,0.00479244906455,0.011309672147
52,,2,40.2939910889,36.9891094208,98.976260376,0.00905797101449,,0.0945378151261,,52,0.00483593158424,0.0114042842761
53,,2,40.3281841278,36.8644889832,99.4592323303,0.00904159132007,,0.0944386149003,,53,0.00488055776805,0.0115375183523
54,,2,40.1463768005,37.0594291687,99.4249984741,0.00902527075812,,0.0943396226415,,54,0.00492401840165,0.0116427354515
55,,2,40.1784950256,37.0926689148,99.6176544189,0.00900900900901,,0.0942408376963,,55,0.00496747903526,0.0117639247328
56,,2,40.1984428406,37.1733295441,99.4598358154,0.0089928057554,,0.0941422594142,,56,0.00500909425318,0.0118643371388
57,,2,40.2777759552,36.9557491302,99.385697937,0.00897666068223,,0.0940438871473,,57,0.00504861585796,0.0119506185874
58,,2,40.3891174316,37.093188858,99.4142288208,0.0089605734767,,0.0939457202505,,58,0.00509080989286,0.0120304394513
59,,2,40.3007350922,36.856211853,99.4079772949,0.00894454382826,,0.0938477580813,,59,0.00512952869758,0.012091643177
60,,2,40.4437030792,36.9132705688,99.0035598755,0.00892857142857,,0.09375,,60,0.00516933342442,0.0122100180015
61,,2,40.187935257,37.0036739349,97.3421653748,0.00891265597148,,0.0936524453694,,61,0.00520716421306,0.0122604938224
62,,2,40.2393779755,37.3725646973,99.114982605,0.00889679715302,,0.0935550935551,,62,0.00524654053152,0.0123254889622
63,,2,40.4608631134,37.2436248779,99.3792686462,0.0088809946714,,0.0934579439252,,63,0.00528527842835,0.0124171860516
64,,2,40.0603435516,37.1687236786,99.4823860168,0.00886524822695,,0.0933609958506,,64,0.00532308779657,0.0125051382929
65,,2,39.9571819305,37.4440589905,99.468170929,0.00884955752212,,0.0932642487047,,65,0.00535963941365,0.0125769497827
66,,2,40.544631958,37.082239151,99.3560668945,0.00883392226148,,0.0931677018634,,66,0.00539534492418,0.0126487147063
67,,2,40.1980808258,37.269594574,99.5071670532,0.00881834215168,,0.0930713547053,,67,0.00543407909572,0.0127280661836
68,,2,40.1640335083,37.1859809875,99.4057479858,0.00880281690141,,0.0929752066116,,68,0.00546989450231,0.0127930697054
69,,2,40.3636077881,37.3124927521,99.3055541992,0.00878734622144,,0.0928792569659,,69,0.00550500815734,0.0128771783784
70,,2,39.997725296,37.0429286957,99.3153945923,0.00877192982456,,0.0927835051546,,70,0.00554021261632,0.0129607031122
71,,2,40.4397579193,37.0804042816,99.3203811646,0.00875656742557,,0.0926879505664,,71,0.0055750538595,0.0130215426907
72,,2,40.3190490723,37.038766098,99.4882499695,0.00874125874126,,0.0925925925926,,72,0.00560978055,0.0130701959133
73,,2,40.2911346436,37.3040908813,99.4742607117,0.0087260034904,,0.0924974306269,,73,0.00564433401451,0.0131351053715
74,,2,40.1717006683,37.1715911865,99.5204490662,0.00871080139373,,0.0924024640657,,74,0.00567803997546,0.0132451346144
75,,2,40.1315341949,37.4598976135,98.7242668152,0.00869565217391,,0.0923076923077,,75,0.0057109920308,0.0133000584319
76,,2,40.1632316589,37.2139656067,99.3231300354,0.00868055555556,,0.0922131147541,,76,0.00574414571747,0.013359692879
77,,2,39.9582942963,37.1374599457,99.2940101624,0.00866551126516,,0.0921187308086,,77,0.00577679695562,0.013422309421
78,,2,40.44557724,37.1450004578,99.4721076965,0.00865051903114,,0.0920245398773,,78,0.00580962654203,0.0134704113007
79,,2,39.9441661835,37.642798233,99.5279899597,0.00863557858377,,0.0919305413687,,79,0.00584320677444,0.0135221080855
80,,2,40.3158843994,37.3060760498,98.8520294189,0.00862068965517,,0.0918367346939,,80,0.00587651412934,0.0136111220345
81,,2,40.0844455719,37.3951385498,99.9349609375,0.00860585197935,,0.0917431192661,,81,0.00590738886967,0.0136661697179
82,,2,39.9627323151,37.377129364,99.9569099426,0.0085910652921,,0.091649694501,,82,0.00593831203878,0.0137292295694
83,,2,40.1025218964,37.2855930328,99.5853713989,0.00857632933105,,0.0915564598169,,83,0.00597001891583,0.0138013828546
84,,2,40.3539066315,37.3353404999,99.5452148438,0.00856164383562,,0.0914634146341,,84,0.00600001215935,0.0138641279191
85,,2,40.4378303528,37.1416801453,99.5589370728,0.00854700854701,,0.0913705583756,,85,0.00602991413325,0.0139533951879
86,,2,40.271818161,37.3531974792,98.8146644592,0.00853242320819,,0.0912778904665,,86,0.00606004707515,0.0140068661422
87,,2,40.2668289185,37.4316184998,99.5423934937,0.00851788756388,,0.0911854103343,,87,0.00609042868018,0.0140453316271
88,,2,39.9783843994,37.6022109985,99.5755470276,0.00850340136054,,0.0910931174089,,88,0.006120886188,0.0140790529549
89,,2,40.1134174347,37.347151947,99.143939209,0.00848896434635,,0.0910010111223,,89,0.0061507280916,0.0141122210771
90,,2,40.2295444489,37.4443267822,98.7551727295,0.00847457627119,,0.0909090909091,,90,0.00617967173457,0.0141513161361
91,,2,40.2608470917,36.9430095673,95.9004638672,0.00846023688663,,0.0908173562059,,91,0.00620817719027,0.014147810638
92,,2,39.9386276245,37.3557201385,99.9399757385,0.00844594594595,,0.0907258064516,,92,0.00623674457893,0.0141837392002
93,,2,40.5186225891,37.2058776855,98.8511802673,0.00843170320405,,0.0906344410876,,93,0.00626433966681,0.0142389209941
94,,2,40.213502121,37.2135417938,98.4678367615,0.00841750841751,,0.0905432595573,,94,0.00629240134731,0.0142501955852
95,,2,40.3002693176,37.2364830017,98.2159767151,0.00840336134454,,0.0904522613065,,95,0.00632056780159,0.0142850307748
96,,2,39.9419757843,37.5924026489,98.8682258606,0.00838926174497,,0.0903614457831,,96,0.0063463090919,0.0143240336329
97,,2,40.0778938293,37.6181648254,98.4914825439,0.00837520938023,,0.0902708124373,,97,0.00637421617284,0.0143948523328
98,,2,40.1239078522,37.4763721466,99.9459884644,0.00836120401338,,0.0901803607214,,98,0.00640071928501,0.0144339408726
99,,2,40.289755249,37.4221401215,98.8333610535,0.00834724540902,,0.0900900900901,,99,0.0064274771139,0.0144592039287
